destination,month,duration_days,group_size,pace,total_budget_inr
Goa,4,13,7,Moderate,274294.2829789815
Rajasthan,8,4,4,Moderate,47559.558328994375
Delhi,10,8,8,Moderate,148032.56329932524
Delhi,7,13,6,Moderate,191247.24039161432
Uttarakhand,2,12,8,Budget,93095.87961993727
Goa,5,7,1,Budget,15873.901246527927
Agra,9,14,9,Moderate,210277.38059866717
Tamil Nadu,9,12,9,Budget,118505.92604126259
Agra,3,1,6,Moderate,15504.244410948711
Tamil Nadu,11,10,9,Luxury,585871.7670548817
Tamil Nadu,12,11,6,Moderate,200445.64482681587
Tamil Nadu,3,7,6,Luxury,278673.34290472727
Kerala,2,2,4,Luxury,73902.78560995827
Tamil Nadu,7,3,3,Moderate,28862.80527832052
Rajasthan,6,14,3,Moderate,120380.30345912151
Himachal Pradesh,5,1,2,Moderate,10863.071167897786
Goa,7,7,4,Moderate,104016.44275646073
Himachal Pradesh,4,3,9,Budget,30590.327678094207
Uttarakhand,5,6,7,Budget,61102.74505513087
Rajasthan,9,12,3,Luxury,345199.02963775845
Tamil Nadu,11,13,8,Moderate,254168.3775721459
Kerala,9,7,9,Budget,68219.16015034652
Maharashtra,4,3,1,Budget,5617.848076549691
Agra,6,2,1,Budget,3449.691265756477
Delhi,2,9,9,Luxury,486667.9525938081
Goa,3,9,9,Budget,119353.05585148251
Himachal Pradesh,9,7,7,Moderate,124137.84028540309
Rajasthan,6,14,3,Budget,68590.12656893577
Maharashtra,8,5,4,Moderate,78707.70017666736
Karnataka,11,4,7,Budget,46070.95026563382
Karnataka,5,4,9,Moderate,69588.1710092487
Delhi,2,1,8,Luxury,49567.67009634982
Karnataka,7,4,8,Budget,42792.64808588392
Agra,6,7,1,Budget,10409.35301247934
Uttarakhand,11,14,6,Luxury,622666.3302410556
Karnataka,2,5,6,Luxury,214119.62804264805
Delhi,6,9,5,Luxury,376561.7079733783
Uttarakhand,8,4,1,Moderate,12534.488810606874
Agra,1,11,3,Moderate,112892.42362435289
Delhi,4,3,4,Budget,16642.165874531598
Karnataka,1,6,7,Moderate,140086.96293362894
Tamil Nadu,2,4,5,Budget,27753.495211635258
Goa,1,11,2,Luxury,424458.0696762049
Karnataka,6,13,3,Budget,62512.61770217937
Delhi,11,2,1,Luxury,23703.056145198978
Goa,6,5,6,Luxury,306948.4445264447
Goa,1,14,8,Budget,251362.6910275203
Uttarakhand,4,13,4,Moderate,139239.13980679598
Agra,4,4,2,Moderate,21572.729361353344
Karnataka,8,5,4,Budget,35034.36019369329
Maharashtra,6,12,4,Moderate,161603.42622685185
Tamil Nadu,2,9,5,Luxury,374807.97797473794
Agra,5,4,3,Luxury,109004.71074984386
Maharashtra,4,6,9,Moderate,142074.99267320364
Maharashtra,10,4,7,Moderate,79008.8371246841
Himachal Pradesh,4,1,9,Luxury,57814.835274611185
Uttarakhand,12,2,7,Budget,24279.362533862346
Kerala,8,6,4,Moderate,81354.13244948626
Rajasthan,5,8,5,Moderate,115137.1635101931
Rajasthan,3,9,7,Budget,79404.58125713727
Uttarakhand,10,4,6,Luxury,174552.28174602063
Uttarakhand,12,6,9,Budget,81967.1818246665
Maharashtra,4,3,3,Budget,19209.56739970356
Uttarakhand,1,12,8,Budget,86074.7044673893
Maharashtra,6,9,4,Moderate,128738.46024443675
Agra,11,8,9,Luxury,475737.37650145154
Kerala,10,12,1,Luxury,162384.12574822095
Himachal Pradesh,4,1,5,Moderate,13237.638932052336
Maharashtra,6,13,4,Budget,100869.56908698994
Uttarakhand,2,2,5,Moderate,26693.775541535313
Goa,5,10,6,Budget,108312.16371512525
Karnataka,11,14,1,Budget,29137.860841886948
Rajasthan,9,9,8,Budget,87959.27488474506
Kerala,8,10,3,Budget,50479.29104792417
Karnataka,3,3,7,Moderate,57256.36778758472
Delhi,1,14,7,Budget,156464.53689672067
Uttarakhand,10,3,9,Moderate,56245.985086315755
Maharashtra,3,10,7,Budget,104269.78796762631
Himachal Pradesh,8,9,8,Moderate,173228.63880389454
Goa,11,14,4,Luxury,889743.5194627001
Himachal Pradesh,3,3,4,Moderate,33335.48313031512
Karnataka,5,10,8,Luxury,499086.6695834437
Goa,2,12,4,Moderate,179111.84154078492
Tamil Nadu,1,11,4,Luxury,390319.64099229226
Rajasthan,11,5,3,Moderate,62624.37269833327
Uttarakhand,10,6,3,Budget,23545.997545445756
Delhi,5,3,4,Luxury,106499.40837575158
Karnataka,5,14,2,Budget,50564.51449667183
Maharashtra,6,10,3,Luxury,360026.835574894
Rajasthan,2,8,2,Budget,26490.035662650167
Delhi,9,2,6,Budget,16528.380503535256
Himachal Pradesh,2,6,3,Moderate,68247.4137323069
Rajasthan,2,2,2,Budget,6398.955231819144
Delhi,12,9,9,Luxury,646940.9985182818
Delhi,5,6,8,Luxury,343177.950501342
Himachal Pradesh,9,9,5,Luxury,427205.3455057666
Delhi,4,14,9,Moderate,271227.9092581797
Kerala,6,4,5,Moderate,68342.2300781844
Goa,2,12,5,Luxury,709924.8184152402
Kerala,4,3,4,Budget,19739.83241026921
Himachal Pradesh,12,2,3,Moderate,30061.81113492034
Agra,9,8,9,Budget,59911.05204030787
Rajasthan,2,4,4,Moderate,51255.76905866211
Tamil Nadu,1,2,7,Moderate,43236.69116111517
Maharashtra,4,11,5,Moderate,199296.0410912693
Maharashtra,4,9,7,Moderate,184724.9479175821
Karnataka,1,12,8,Luxury,739765.5109496071
Karnataka,4,8,8,Moderate,171148.4080212421
Himachal Pradesh,3,5,6,Moderate,93570.04461977433
Karnataka,2,8,5,Luxury,376299.28604389576
Maharashtra,10,5,2,Luxury,132321.82186597135
Kerala,4,13,8,Luxury,819237.4016235387
Tamil Nadu,8,7,5,Luxury,318013.4617838574
Maharashtra,7,5,8,Budget,60121.251257700365
Kerala,9,13,6,Luxury,631153.3756524932
Agra,8,5,8,Luxury,227131.19674321066
Himachal Pradesh,1,13,1,Luxury,133534.2032830761
Uttarakhand,12,4,9,Budget,44381.58930152172
Agra,2,13,9,Luxury,631984.3219292604
Agra,12,14,3,Budget,65210.8827523318
Maharashtra,2,14,5,Moderate,264111.2881673551
Himachal Pradesh,12,5,7,Budget,55396.7706489211
Goa,8,7,8,Luxury,419216.58418103575
Delhi,12,3,7,Budget,34763.017344547916
Agra,4,4,3,Budget,14931.628655859411
Karnataka,9,8,7,Budget,61695.77314566741
Kerala,2,6,1,Budget,11775.418464890576
Goa,4,8,5,Budget,65426.00854566191
Himachal Pradesh,1,11,9,Budget,97736.6437122315
Uttarakhand,3,2,2,Budget,6135.577059356454
Tamil Nadu,6,13,3,Budget,51663.272583152735
Goa,9,9,9,Moderate,240802.6009886703
Uttarakhand,11,7,3,Moderate,56890.43578880274
Maharashtra,1,13,8,Luxury,936762.7799697004
Rajasthan,5,5,6,Luxury,253242.769488007
Delhi,12,11,7,Luxury,750174.3116566377
Maharashtra,2,7,5,Luxury,309733.7656112758
Himachal Pradesh,7,2,7,Luxury,100042.08345543567
Rajasthan,4,11,3,Luxury,309469.0369661338
Uttarakhand,5,4,5,Moderate,73620.10820716296
Rajasthan,8,7,6,Moderate,96466.45960632445
Tamil Nadu,2,2,9,Moderate,34303.62153720608
Karnataka,3,8,4,Budget,56322.19772699997
Karnataka,11,14,8,Budget,179850.2294848256
Maharashtra,5,10,8,Luxury,618094.3392834131
Maharashtra,10,10,6,Moderate,173545.28410076373
Himachal Pradesh,4,11,8,Luxury,668271.1020779093
Himachal Pradesh,5,5,5,Moderate,93508.28693698163
Kerala,3,13,1,Moderate,47840.58175038076
Tamil Nadu,12,5,4,Luxury,181769.46504006122
Himachal Pradesh,9,8,6,Luxury,374417.22661959147
Agra,8,13,9,Budget,96290.97958544588
Tamil Nadu,6,13,4,Moderate,151438.45142237103
Kerala,1,12,6,Budget,161422.27243263688
Karnataka,4,1,5,Budget,8204.29014688287
Goa,7,6,9,Budget,78052.93564206842
Kerala,10,2,6,Budget,17993.810673896434
Kerala,5,1,3,Moderate,10176.04216561922
Maharashtra,4,12,2,Moderate,105296.61447202328
Delhi,9,13,3,Budget,53676.9117224904
Rajasthan,8,7,6,Moderate,116236.57171415047
Karnataka,3,12,8,Budget,102037.52959476088
Uttarakhand,6,14,8,Luxury,988058.7182729915
Uttarakhand,12,14,5,Budget,140553.55293309322
Himachal Pradesh,12,4,1,Luxury,58823.466347856054
Karnataka,4,1,1,Budget,1616.084259191017
Agra,7,10,7,Budget,69960.95192549552
Himachal Pradesh,1,11,2,Moderate,78901.95981497887
Himachal Pradesh,1,11,4,Luxury,455114.83440844493
Kerala,12,6,5,Moderate,123684.47291358467
Karnataka,12,10,8,Budget,102656.73564977029
Rajasthan,6,13,9,Luxury,717360.6260857501
Himachal Pradesh,10,12,1,Budget,20029.94528011664
Delhi,11,13,9,Luxury,1005493.2967495376
Tamil Nadu,7,6,5,Luxury,238383.28188880035
Agra,9,12,4,Budget,58940.49949481315
Agra,7,3,5,Budget,20590.52749959191
Himachal Pradesh,9,14,9,Moderate,299871.03503369406
Delhi,10,6,8,Moderate,109718.35793431714
Tamil Nadu,9,10,5,Budget,60874.46374786506
Goa,8,9,5,Moderate,149999.62171060746
Maharashtra,7,6,1,Moderate,24158.741049696844
Maharashtra,12,1,9,Budget,14631.563323280352
Maharashtra,3,10,3,Luxury,372451.46301032894
Kerala,11,6,1,Budget,16337.202775895052
Agra,3,8,5,Moderate,105141.45383296761
Uttarakhand,11,7,3,Budget,28706.27166214236
Uttarakhand,5,14,6,Budget,128431.70642788948
Kerala,7,8,7,Luxury,427327.71673756745
Himachal Pradesh,12,11,4,Luxury,590355.4509669219
Karnataka,10,12,4,Moderate,163057.80717084155
Karnataka,7,8,2,Moderate,57433.111833790506
Maharashtra,1,9,2,Moderate,85269.94063813763
Karnataka,8,3,7,Moderate,46525.473105428166
Himachal Pradesh,1,7,5,Moderate,108428.87704496119
Goa,11,6,5,Budget,85245.3557996538
Kerala,4,2,2,Budget,6683.60243245922
Goa,2,5,7,Moderate,125338.05785966707
Agra,5,3,2,Luxury,45013.82258318354
Karnataka,6,11,5,Luxury,516337.93933811336
Tamil Nadu,4,5,5,Moderate,66486.18583814484
Maharashtra,12,14,3,Budget,106234.89621803176
Kerala,4,11,2,Luxury,244336.42199263617
Maharashtra,7,9,3,Luxury,306964.7231039264
Karnataka,11,14,5,Luxury,757763.043053422
Rajasthan,4,8,6,Luxury,420507.6451121542
Karnataka,2,9,4,Budget,61698.9116096488
Kerala,4,9,7,Budget,82381.70297409515
Uttarakhand,7,11,2,Luxury,228042.75891910403
Kerala,1,8,6,Budget,116199.47771432929
Delhi,4,14,9,Budget,112933.04555878676
Tamil Nadu,6,8,5,Moderate,95581.06131777528
Karnataka,8,11,4,Moderate,153150.93675908723
Delhi,8,11,9,Moderate,216997.4968184305
Uttarakhand,9,6,6,Moderate,80130.70376347078
Himachal Pradesh,5,6,4,Luxury,293490.0924617677
Himachal Pradesh,2,14,1,Moderate,47562.16076857566
Tamil Nadu,3,6,9,Moderate,101085.55032178748
Agra,2,10,3,Budget,45342.139951499616
Tamil Nadu,9,6,6,Luxury,255435.59553566712
Tamil Nadu,6,13,1,Budget,22484.10813316164
Tamil Nadu,11,14,6,Budget,110204.00980073931
Tamil Nadu,12,11,3,Budget,59359.94489885665
Tamil Nadu,1,13,3,Moderate,132444.0521463536
Goa,3,12,7,Luxury,712956.4780108228
Uttarakhand,7,9,9,Moderate,169413.16484743918
Kerala,7,10,6,Luxury,591117.405478077
Karnataka,5,13,1,Budget,22652.246008867885
Delhi,3,1,9,Luxury,59315.559595299404
Tamil Nadu,7,10,5,Budget,63902.630667900135
Agra,5,6,2,Moderate,29526.325515927496
Maharashtra,6,8,3,Budget,44377.19662567108
Karnataka,3,1,5,Moderate,15136.821622457463
Maharashtra,6,11,2,Moderate,82487.83366935351
Delhi,7,11,3,Moderate,117948.8128573367
Delhi,8,6,8,Budget,55550.74791642459
Karnataka,2,9,6,Moderate,144071.92210664757
Agra,2,6,2,Luxury,109833.9182134578
Goa,6,14,2,Luxury,341962.3378318626
Himachal Pradesh,8,2,1,Luxury,19548.990124286
Delhi,5,1,7,Luxury,43860.00459049599
Agra,1,4,6,Moderate,60950.289464475674
Delhi,11,6,6,Luxury,305089.7319942335
Rajasthan,1,10,5,Budget,100352.59231777422
Himachal Pradesh,10,10,3,Luxury,332700.46510130516
Delhi,9,9,8,Luxury,463250.2328731351
Agra,4,5,3,Budget,20612.357686833686
Delhi,12,7,5,Budget,66202.54935593631
Maharashtra,10,6,8,Luxury,416505.8667097684
Karnataka,1,6,3,Moderate,73260.6419968718
Karnataka,11,9,5,Budget,88720.52827657737
Delhi,8,5,6,Moderate,74748.96297820026
Agra,2,2,1,Moderate,5456.120544994125
Maharashtra,12,8,2,Luxury,246865.64474733113
Goa,2,11,7,Moderate,210445.63523750927
Goa,1,14,9,Moderate,498693.08431412146
Maharashtra,1,3,4,Moderate,48124.208599293925
Kerala,9,14,5,Luxury,767019.1205274232
Agra,1,9,4,Budget,53049.12819924803
Goa,6,14,3,Luxury,535319.3650836307
Kerala,12,5,2,Budget,26520.543308329776
Agra,7,14,3,Moderate,129837.53051884589
Maharashtra,4,1,2,Budget,3607.4288689484374
Tamil Nadu,5,4,8,Budget,38507.41188058471
Kerala,4,9,1,Budget,17705.006756134866
Kerala,4,1,5,Budget,7825.4613061720465
Delhi,10,8,1,Moderate,29690.89674295329
Uttarakhand,1,8,5,Budget,44953.35692459509
Uttarakhand,6,9,3,Budget,55194.46606871357
Agra,10,9,9,Moderate,133551.51653235892
Delhi,10,13,1,Budget,20409.855524888484
Karnataka,7,6,1,Luxury,74141.94089095612
Himachal Pradesh,7,13,8,Budget,147601.45445313933
Tamil Nadu,8,5,3,Luxury,152542.63800278734
Himachal Pradesh,7,12,7,Luxury,734904.2568171008
Kerala,6,12,5,Luxury,648570.9255920979
Rajasthan,12,14,2,Moderate,157422.3844750778
Goa,8,14,7,Luxury,836183.504350115
Goa,3,7,7,Luxury,405497.3025765252
Delhi,9,9,3,Moderate,75527.43446463706
Uttarakhand,3,5,6,Moderate,64712.254724143604
Rajasthan,4,12,5,Luxury,552753.9842665616
Delhi,10,3,1,Moderate,11890.015802767086
Kerala,6,9,1,Budget,17199.929594249403
Rajasthan,12,10,2,Luxury,257447.49760698
Goa,12,13,7,Luxury,1215424.1679880319
Agra,8,1,3,Budget,4300.458335667403
Kerala,3,14,9,Moderate,342580.3275425774
Delhi,10,1,3,Budget,4653.691242714378
Karnataka,6,10,4,Budget,59806.589585581074
Maharashtra,5,14,8,Moderate,319814.8736553427
Kerala,5,11,4,Moderate,136635.36760092308
Kerala,5,12,7,Luxury,761867.5086245022
Karnataka,9,4,5,Luxury,173019.70363208232
Tamil Nadu,7,2,6,Luxury,101857.46438803953
Agra,12,7,8,Moderate,148106.07802817842
Karnataka,9,2,4,Luxury,79224.61057931003
Himachal Pradesh,9,7,6,Budget,62507.0057979364
Himachal Pradesh,6,8,2,Luxury,215165.78771058182
Kerala,6,12,9,Moderate,242166.30707454178
Tamil Nadu,4,11,9,Moderate,217303.6168658152
Goa,8,8,6,Luxury,466023.06069953553
Tamil Nadu,2,3,6,Moderate,43535.94436872296
Himachal Pradesh,5,9,7,Moderate,258529.97109361994
Tamil Nadu,1,10,4,Luxury,395065.16086566355
Tamil Nadu,10,10,7,Luxury,536037.1982602242
Agra,2,10,1,Budget,13062.430588217034
Kerala,1,6,7,Moderate,186511.70249888411
Agra,6,4,1,Luxury,31280.500459823164
Goa,2,8,8,Budget,101743.55044026159
Goa,12,4,6,Moderate,123403.34705859829
Himachal Pradesh,4,4,1,Moderate,15454.77870115322
Delhi,5,11,1,Budget,18537.87511435229
Karnataka,7,8,4,Moderate,112817.52985832015
Uttarakhand,10,4,7,Luxury,188673.39172669256
Kerala,1,1,5,Budget,11137.573707219974
Delhi,12,6,5,Budget,55300.8436404625
Kerala,11,12,8,Luxury,1274203.0351471426
Karnataka,5,8,2,Budget,25945.96810375119
Karnataka,4,14,4,Luxury,545045.2565273668
Rajasthan,7,14,4,Luxury,513080.4541008151
Agra,10,3,8,Moderate,48339.06685255602
Himachal Pradesh,7,2,6,Moderate,34859.03831240805
Rajasthan,8,6,9,Moderate,99798.0328421229
Goa,4,1,9,Moderate,23662.02730029801
Uttarakhand,4,11,4,Moderate,137119.13552853445
Himachal Pradesh,10,5,7,Luxury,244795.5893783679
Goa,5,6,3,Budget,38304.9570627799
Tamil Nadu,5,8,6,Budget,66426.41357201968
Agra,11,7,1,Moderate,22936.972337294388
Agra,3,6,5,Luxury,235596.78943732913
Agra,5,2,6,Luxury,74725.12506328011
Rajasthan,5,12,5,Luxury,432993.2922810395
Maharashtra,8,8,7,Budget,82841.88021755526
Delhi,7,8,4,Luxury,303667.658592038
Karnataka,8,11,5,Moderate,147998.59512315816
Uttarakhand,5,5,4,Luxury,199035.53737896073
Karnataka,12,3,9,Moderate,73081.54185867493
Maharashtra,11,12,2,Budget,51383.8445501157
Tamil Nadu,2,11,1,Budget,16431.096352861943
Tamil Nadu,8,8,4,Luxury,285715.9919322099
Tamil Nadu,9,5,6,Budget,38373.59171069426
Himachal Pradesh,2,3,8,Budget,33614.48380124226
Goa,1,9,4,Luxury,586823.8810633621
Goa,12,9,1,Budget,27772.382971163384
Tamil Nadu,6,12,9,Moderate,223831.02116237915
Uttarakhand,3,7,3,Luxury,207131.76835256157
Rajasthan,1,13,6,Moderate,312052.4170018167
Uttarakhand,6,8,8,Budget,87420.09840070606
Uttarakhand,12,13,5,Luxury,784940.7290578956
Goa,8,5,7,Moderate,113901.3424140899
Agra,9,5,9,Luxury,222057.9055888917
Uttarakhand,6,5,1,Moderate,25421.416350823994
Uttarakhand,12,2,8,Moderate,43419.23007207694
Karnataka,6,3,2,Luxury,70833.61989284153
Agra,1,8,1,Moderate,29790.02623112434
Goa,5,14,4,Luxury,643110.3616339545
Rajasthan,3,13,6,Budget,97232.71915706735
Delhi,7,6,8,Moderate,96713.58854512131
Goa,12,9,1,Moderate,56099.20795744616
Goa,9,7,1,Moderate,29903.030821178712
Uttarakhand,11,14,2,Moderate,79725.19249613126
Karnataka,6,6,9,Budget,52267.56619879447
Maharashtra,5,11,4,Luxury,482518.8659827403
Tamil Nadu,7,14,7,Luxury,674083.0435973693
Kerala,11,4,3,Luxury,171448.9147194914
Karnataka,9,7,1,Budget,12809.572625219034
Maharashtra,5,4,1,Budget,7338.990674975197
Uttarakhand,5,7,9,Luxury,573801.212845836
Uttarakhand,10,5,4,Luxury,151404.49551068974
Rajasthan,4,2,3,Budget,10087.3770264946
Maharashtra,5,7,5,Budget,54412.03736335835
Himachal Pradesh,7,8,1,Moderate,30167.55804560123
Tamil Nadu,3,10,3,Luxury,302043.62082904694
Kerala,4,11,4,Luxury,498843.9558036613
Rajasthan,9,2,6,Luxury,102406.26791417501
Karnataka,12,6,9,Luxury,469139.1708271814
Karnataka,2,4,3,Luxury,131512.99002992793
Maharashtra,8,5,4,Moderate,76597.26057247978
Tamil Nadu,9,1,5,Budget,7385.774189148575
Tamil Nadu,5,6,8,Moderate,98334.06700689535
Karnataka,7,12,9,Moderate,241639.3102680875
Himachal Pradesh,6,12,3,Luxury,539817.4183549418
Uttarakhand,1,11,3,Moderate,86423.55644547388
Tamil Nadu,8,14,7,Moderate,226601.6154919267
Maharashtra,9,8,9,Luxury,482933.6609519766
Karnataka,10,2,1,Moderate,7647.842308462856
Uttarakhand,11,1,1,Moderate,2813.716436287805
Agra,1,9,2,Budget,30810.96165514096
Goa,8,2,6,Luxury,120102.0148026414
Uttarakhand,3,8,3,Luxury,183210.29125606592
Tamil Nadu,12,5,8,Moderate,101086.2027915077
Goa,6,2,5,Luxury,113760.94075055064
Tamil Nadu,10,5,3,Budget,22907.92726789397
Maharashtra,8,9,8,Moderate,194086.12030294907
Delhi,5,6,8,Budget,52387.80061962829
Uttarakhand,8,3,2,Moderate,15818.028810865622
Goa,7,12,5,Moderate,245542.16054360667
Maharashtra,7,8,3,Luxury,264216.2806880337
Tamil Nadu,7,14,7,Luxury,662122.8961043498
Uttarakhand,9,1,2,Moderate,5402.097302371379
Maharashtra,6,9,9,Budget,103060.2353740873
Tamil Nadu,6,9,2,Moderate,64542.7322603819
Delhi,11,4,2,Moderate,29554.97198673659
Delhi,9,13,6,Moderate,193284.17743616807
Kerala,6,8,3,Budget,39781.340084338146
Rajasthan,7,11,3,Luxury,346145.9143736754
Maharashtra,7,14,2,Luxury,332667.4084409198
Rajasthan,2,14,5,Budget,107511.59055970683
Kerala,12,11,5,Luxury,875180.6340667565
Himachal Pradesh,8,3,7,Moderate,60034.2447088336
Uttarakhand,12,13,8,Luxury,843413.4349328806
Tamil Nadu,11,6,8,Luxury,318978.81074971415
Karnataka,6,10,3,Budget,44604.69144151954
Rajasthan,4,10,6,Budget,83402.93542658738
Rajasthan,11,8,5,Moderate,180123.72691028562
Maharashtra,7,11,4,Moderate,169632.73591604544
Uttarakhand,8,9,6,Luxury,358936.57807712804
Maharashtra,1,8,4,Budget,61409.310120648355
Delhi,10,9,8,Budget,92294.62100737
Rajasthan,4,4,9,Moderate,79324.31890348079
Uttarakhand,4,10,1,Luxury,102968.52868797843
Agra,10,1,1,Luxury,7903.543243096801
Himachal Pradesh,9,7,4,Budget,44032.41652844035
Tamil Nadu,6,11,6,Budget,70974.95174025637
Kerala,4,12,8,Budget,130706.2246329712
Himachal Pradesh,1,10,1,Budget,18939.34219220425
Kerala,8,4,3,Moderate,42570.972400838524
Rajasthan,11,1,4,Moderate,20007.568781074333
Himachal Pradesh,9,3,2,Budget,11610.145345259483
Himachal Pradesh,5,7,9,Luxury,687311.5204303651
Tamil Nadu,5,11,3,Moderate,84668.95787409983
Karnataka,10,3,4,Budget,19524.85062576758
Tamil Nadu,8,1,4,Budget,5829.155531537069
Maharashtra,8,7,1,Luxury,75672.33137475469
Karnataka,5,8,5,Luxury,385791.35537751444
Himachal Pradesh,4,5,5,Budget,34051.20968768413
Karnataka,6,6,2,Moderate,44726.89627696087
Karnataka,10,14,1,Moderate,44617.78404777393
Maharashtra,5,3,5,Luxury,156356.8625281152
Uttarakhand,8,14,5,Moderate,180317.1756318497
Rajasthan,9,5,7,Moderate,85319.79952347999
Uttarakhand,1,3,2,Moderate,17510.392881076754
Rajasthan,9,13,8,Budget,115469.24446878237
Uttarakhand,9,2,5,Budget,12711.274026086758
Uttarakhand,6,14,5,Moderate,235653.3033120246
Kerala,11,7,9,Budget,128208.52704848697
Karnataka,10,10,2,Luxury,240320.64940325514
Delhi,5,11,2,Moderate,68758.86721571618
Maharashtra,7,7,5,Moderate,127432.24455519629
Uttarakhand,11,12,1,Luxury,123895.94633204196
Himachal Pradesh,8,8,5,Moderate,135301.24609695293
Agra,9,12,5,Moderate,122566.13741972567
Kerala,9,1,8,Moderate,19789.856287245722
Agra,10,2,6,Luxury,72373.20376712435
Goa,11,2,6,Budget,29380.4458292157
Tamil Nadu,3,12,5,Budget,80996.92373105692
Goa,8,3,5,Moderate,60623.352438434085
Rajasthan,1,7,8,Budget,105285.0364497478
Uttarakhand,7,7,1,Moderate,22393.430333184755
Maharashtra,12,7,9,Luxury,489835.29300824594
Himachal Pradesh,5,1,6,Luxury,67530.05394224593
Delhi,2,2,9,Moderate,33338.95836033529
Delhi,2,8,2,Moderate,55604.10374372296
Kerala,8,9,3,Moderate,102898.68570402813
Kerala,5,10,1,Budget,20892.81468632487
Kerala,12,13,5,Luxury,872740.5247109896
Kerala,11,7,2,Moderate,89843.03874448378
Karnataka,3,13,1,Budget,24688.572568739302
Uttarakhand,1,1,9,Moderate,17784.137130427844
Agra,11,12,9,Luxury,766091.8894054077
Uttarakhand,7,4,6,Luxury,150469.64326443625
Uttarakhand,11,10,8,Luxury,455710.8651729074
Goa,12,8,9,Moderate,299436.58606226573
Maharashtra,3,14,5,Luxury,728976.4157978896
Himachal Pradesh,7,13,2,Moderate,92924.18141365614
Rajasthan,12,5,4,Budget,48372.675553721325
Maharashtra,2,1,3,Budget,5407.405489025073
Kerala,4,7,7,Budget,58541.193694643276
Agra,2,6,8,Moderate,89106.05654193653
Goa,4,9,5,Luxury,553925.3702172141
Karnataka,5,4,2,Luxury,91421.8332526078
Agra,8,4,9,Moderate,61266.809863975905
Goa,2,8,1,Budget,16501.226648764317
Tamil Nadu,10,14,5,Budget,101000.6294836611
Karnataka,3,14,3,Moderate,127268.3080626052
Kerala,10,4,8,Luxury,255605.24649181624
Rajasthan,12,3,8,Luxury,246286.77075796944
Kerala,5,7,1,Luxury,82051.26186848928
Agra,11,13,4,Luxury,466757.07505739876
Kerala,12,5,8,Budget,82735.24310560393
Tamil Nadu,12,9,9,Luxury,508575.23693270737
Kerala,9,5,9,Moderate,104605.3170302671
Goa,10,9,2,Luxury,263287.7484913448
Delhi,11,6,9,Budget,73717.79049600763
Kerala,5,6,8,Luxury,320602.43430861126
Tamil Nadu,9,11,9,Luxury,578719.798610725
Uttarakhand,4,6,9,Moderate,91773.2077280761
Uttarakhand,10,7,3,Luxury,180607.85817331693
Rajasthan,5,12,5,Luxury,444061.7636124262
Rajasthan,9,11,3,Moderate,100495.152215962
Rajasthan,4,4,6,Moderate,63850.420898176664
Maharashtra,5,4,5,Moderate,64524.943490852624
Himachal Pradesh,5,9,2,Moderate,93116.46347781733
Rajasthan,4,12,3,Budget,64950.66958608371
Kerala,4,7,7,Luxury,380209.7337390547
Rajasthan,11,11,5,Luxury,706411.2006137182
Himachal Pradesh,5,10,3,Budget,71202.16831486784
Maharashtra,12,6,4,Moderate,112355.19775933238
Himachal Pradesh,6,1,6,Luxury,67831.45153360572
Agra,7,7,8,Moderate,113721.35306560091
Rajasthan,6,6,7,Moderate,108856.62821382406
Rajasthan,1,12,3,Budget,97186.46587622378
Rajasthan,2,4,2,Budget,11908.546275323131
Agra,7,13,3,Moderate,121041.00465703837
Himachal Pradesh,3,8,5,Luxury,389009.18606157816
Goa,12,7,7,Moderate,228492.34807582933
Kerala,10,8,8,Luxury,463791.23004375974
Tamil Nadu,11,9,6,Moderate,166572.3657191152
Kerala,2,1,2,Moderate,6783.288020689506
Rajasthan,6,3,2,Luxury,67871.89925676717
Maharashtra,11,2,5,Budget,18251.40323518871
Agra,4,3,5,Budget,19481.238451825626
Goa,12,11,1,Moderate,70800.63733707648
Karnataka,11,11,1,Luxury,134029.70805947905
Goa,5,2,9,Budget,26550.169448829907
Tamil Nadu,6,11,7,Luxury,595696.1443675354
Kerala,3,6,8,Budget,53145.22735079347
Rajasthan,1,9,5,Luxury,647653.1695970885
Delhi,3,2,3,Moderate,18457.281746666067
Karnataka,3,4,3,Luxury,105353.29627430442
Rajasthan,6,5,3,Moderate,46587.25164001262
Agra,4,5,1,Budget,6641.778160573519
Karnataka,7,14,3,Luxury,389216.86011473415
Tamil Nadu,11,1,2,Budget,3826.9064882117545
Delhi,2,13,8,Budget,113302.91789000382
Himachal Pradesh,12,6,6,Moderate,131912.25816310282
Himachal Pradesh,4,14,5,Luxury,580270.3279714573
Himachal Pradesh,8,5,1,Moderate,19778.55884786508
Maharashtra,11,13,2,Luxury,419365.2407860211
Himachal Pradesh,6,6,2,Budget,26288.71037243967
Uttarakhand,10,14,7,Budget,101337.84891717849
Karnataka,3,4,7,Luxury,228355.91706125985
Delhi,10,13,6,Budget,117342.67623197396
Agra,12,11,8,Budget,108561.52292873834
Uttarakhand,2,6,4,Moderate,56518.58427122911
Uttarakhand,3,9,9,Budget,70268.5251259511
Delhi,1,1,8,Budget,10420.955921157372
Agra,1,6,3,Budget,26162.959470012152
Karnataka,2,1,3,Luxury,27113.34712402918
Kerala,3,12,9,Budget,120799.6749300946
Rajasthan,9,7,9,Moderate,127250.4787789659
Kerala,8,4,5,Moderate,61923.41372681554
